simulation_index,goal_1_final,goal_2_final,goal_3_final
964,3102570.4218075466,1723942703583322.2,2.4048516533071307e+19
965,262316403014.1938,38257176.72929118,2.5084529919686348e+20
966,797733.2742019851,7910107.747745061,1.0488939677161644e+19
967,2465798.1057054508,106031802.00995302,2.117318801816709e+16
968,64018.62080824976,1172627345961.03,3.3683720239529846e+18
969,1032213274.6084565,5617816586596.417,820169515257093.2
970,517600.82405241363,31848171132469.824,2359722091364.9707
971,3675338.6677288525,213730107142.02164,1.2419468936043919e+24
972,124.14713636012773,20453942525.256115,4.888026111655105e+17
973,211667255255.452,9057332626858.129,1898512955176033.2
974,15990815554.295763,1095740134977.4246,5.733561574140848e+18
975,1915.708112974887,316773612436.9044,2.196925534661277e+24
976,5153333328.847171,203583270.23552197,2869857.7403101297
977,117964864399.32008,17076477.44519303,2.675233083478809e+18
978,413834964.357296,145081154633994.28,2908063574660416.5
979,5830788.799946429,31894241830.78757,2.343251885585149e+22
980,2163812.1402595933,124471812707.93185,5.3386864443907716e+20
981,132861.59073321387,13166461402.225937,5.162193159002576e+23
982,3629908445.7331915,6585736296.552232,1.1097368431375512e+19
983,1557774.53695013,469383556582647.44,3.7266155150662394e+17
984,65822452.37097706,9774606.498745175,1854194208476141.0
985,28958.68434571644,8280187844.332757,7.476936233195959e+27
986,7280.3258845601695,252636572.89560956,3.627680801900988e+16
987,98905096.81040391,10668193188.564756,2.7949456269811983e+18
988,83745320660.56578,4647761.345727024,9.774154683384874e+16
989,30160561.540675305,248038184745.48862,2.413525088370013e+16
990,117818088600.4026,1851996544892.5867,5.200980100048574e+20
991,331690246.1578582,8.152237551503309e+16,1.5597373136013235e+22
992,75130174.67022814,7339181594.56114,9.329714583339238e+26
993,495663491.99063706,46487103722.97991,1.131177894484625e+16
994,1323528729.4025102,7819776.1994622415,4.940911373685901e+18
995,2962230975.0170183,26919.486964655833,308388495418058.0
996,23891939.234821316,24341503443142.844,4.555176701788671e+17
997,190410632.5737456,4254411011419687.0,3.162445161550805e+22
998,39605519.193234354,2318522048.917488,115212083069467.81
999,4378289.722260672,122900484523.21555,27938057859.309593
1000,103443151535.07274,25534378624.277626,10958490455311.879
1001,189393312.63432807,748352515613366.5,1.1548670639428677e+24
1002,2152410.6160713974,2.475745845590179e+18,5.281191910914306e+25
1003,195311.66107607758,4493440948280714.0,2.7659971288086918e+23
1004,62859186.214899994,19096400755.933533,6.594964632172431e+24
1005,10.142944953254172,15224422811.814209,102291666499506.69
1006,1182936953.4668512,1172279819.5994308,1.6206525051152234e+16
1007,9972984115.837933,38533411331461.055,5.546813112528048e+17
1008,660564.4237821515,4467628934192.212,2.0085720983328657e+20
1009,34526333.87321193,717524161558168.5,8.651240567756114e+22
1010,2828732940.8626666,1515395766000.622,4.152579984222893e+18
1011,237152858.50997,714153.8257758227,24883819678173.098
1012,828869.8004664337,51094179883.93842,1.6423984947214868e+18
1013,180532.23022468705,4947253031237.276,3.630254355469398e+16
1014,29395.20833542679,1387038179.9783626,62076591318214.81
1015,17560770.944644358,2344341643587.2925,6371048438868.926
1016,62965456.20159273,441363914938682.6,14729080.218028875
1017,443881420.97048944,151087079.45335275,403463846944956.9
1018,3534539.215991074,13583868.541746587,6.093983378472387e+18
1019,422397.275497777,11284771184920.24,1.6309180266467434e+21
1020,178793402.38324893,11688915825811.664,1.7399472337993927e+19
1021,5978045.8246010635,71293555308183.23,544954829509681.8
1022,2834423578.6946173,5381600.164191707,3.150519691624995e+21
1023,5122526515.198425,2.1144730941991674e+17,668174964204597.4
1024,2469355.9180103512,76498123825.70946,807946435999408.4
1025,26599.62586932783,4066439494.3455586,13312485970785.861
1026,803830026.0576205,4510872359.48236,1235120214225224.8
1027,135274974.2688775,136028299937669.58,1.5452983520498112e+17
1028,192721.18306989956,5782371.981421522,6.30174030517265e+23
1029,2586581743.0658174,623227205.907578,1.0726343604063843e+18
1030,226058858.67417943,1207508.5796571858,1.232593343465751e+22
1031,1201118.2404176283,86831.47551868341,1.1515974617586854e+19
1032,1238125.6171000998,943167597721.541,7.0602713396594e+20
1033,20974502.495186314,1869087227.5094419,1.2462293368141544e+16
1034,2957542.3950990136,1893513033782530.8,14753145970712.17
1035,2652.1134677089426,2680244.3514687843,6.363030041584163e+21
1036,56640011.39182478,10869666246203.36,1.2230073244514343e+19
1037,53066890469.48568,7244859388.008147,3.218026772214541e+20
1038,26365020.71486206,1231092286189738.8,354706939769.80066
1039,46484565.499273285,4494310335.194777,55491489629.10303
1040,3049144361.485855,1997144165831311.2,1.2276854838228992e+20
1041,1522137073.001619,29413899905894.734,2.0897615006647747e+17
1042,88768253.91006811,110434147.16207555,2.052585097034398e+22
1043,54173617.890520155,431581566857917.1,721759331706596.1
1044,693276356.2441701,1264994656192600.0,1.776335635743007e+17
1045,8353258.962028939,98019089.79389833,3.217563915267546e+17
1046,96385614.04051378,34973502612.89764,6.394337348756696e+23
1047,12883644609.549747,8.182620360222788e+17,5.845510867722919e+18
1048,2734293.0963736274,102.3105261534554,1.4421486186690094e+18
1049,163861.05986790426,154314.5615836611,1497932741108.2185
1050,56683773.4390895,3703983.292136559,30022776047307.285
1051,172930.61153331443,832138265215.6412,36219545525832.77
1052,3951545.0168893295,116114099330037.97,1.1244601709827357e+19
1053,48184842.77377731,688943518500.1544,1194110672437675.2
1054,14649.673725449644,2039204339843.702,3.792729472169474e+20
1055,656909.3214688537,11324158282955.479,4.250015334556253e+18
1056,346447947.6951211,9764136.608755324,1.592695798219179e+16
1057,22241153365.183548,319499570.9856831,5045280947814.246
1058,44993363.72336686,31088276827.409252,4.5595917766565824e+17
1059,117748285.899799,52463115.40563897,1620083929502175.8
1060,7169800.401048355,33219504093466.387,2.7002994919965088e+20
1061,14430428407.031923,32906642181.074566,1.4316591679729574e+22
1062,65842750456.16027,377895305140.63116,2277977746911271.0
1063,285156131.91601896,12614116915.980003,1.6970764715972336e+21
1064,26003028.445157778,1.5548123985365213e+19,1.9879069039400407e+19
1065,10673166400.94697,849855600.2865986,3.3761513839139406e+19
1066,23469139792.51678,40881140896.67147,8.36964344903038e+20
1067,8533658.246393422,122006337375149.7,7.35398202060938e+16
1068,2506577359.0366106,339780071580.2588,1.3978648096213067e+17
1069,656079.2484517001,6176928343.042967,7687507812567.701
1070,4221725.570909965,4054.9381563272905,1.9452658423499307e+21
1071,474444839.56008476,2879888.578354444,342053090.32662576
1072,3644658123.739777,993433152.5166868,9.723011158550554e+16
1073,2474103138.2025332,500498182481.18036,3.0698016104044257e+19
1074,495671.7492207834,183521866680.8772,8.266480739601864e+17
1075,8763.480213547375,66513714886.04178,1.3341680518085059e+19
1076,6732720043.26784,38862384951.71463,2.8936583963608076e+19
1077,60122479980.38623,57481143.67816211,14649583683823.059
1078,878401062.4515588,2454502401226.839,104921295454459.5
1079,197152.02142531413,49065164376.02031,4.352532765963214e+17
1080,1492471259.155691,179862299110.899,9.916775967655288e+20
1081,36502209174.67182,424145985455.82745,96449091470711.89
1082,165282658277.6056,334147215992274.0,636930710282770.6
1083,5817154.683464561,11807511611104.23,1.5748558993148582e+21
1084,44069252.33726159,303822299898.6989,1.0506468803984382e+19
1085,676889074500.794,190606257884.56387,2633921803181.032
1086,21996673329.713676,71195228.0027361,1.2478568998490802e+17
1087,341904811123.5179,184279999.14094937,5.098615133211986e+17
1088,3404205.447360852,330821417877.8823,1.507069796510697e+23
1089,713877028288.3191,7087093393872.273,536809116243709.6
1090,937153.6234897,534254288.0845918,9.357226485262283e+22
1091,5079719587.347569,23419571030.119656,55933060489375.35
1092,6122.87037354399,6587808751.631077,9.124009016992588e+20
1093,600579.2403964226,8910600898.69137,1.4745261300841913e+20
1094,250812.62171712707,102100.70242289345,6.520702044170025e+19
1095,5495014.568676235,17330.87019024469,2.246320213034077e+16
1096,39711316228.8516,408396190844604.5,2164631930806770.5
1097,1948518817.6701477,6276057507.250588,22175451064.63493
1098,515002.4396648741,13901085611.034151,6.602389132585617e+18
1099,920176002.3611442,4555895422049.065,1.5731001554705482e+17
1100,4834942509.275408,4.981241029852939e+17,5.278782174217588e+19
1101,23847856908.485046,341115889.67357767,1.26057932710939e+16
1102,5789518483.155187,1339156390.6706297,23497362136.01989
1103,93196199920.92307,174664709879.4275,34609424152.788826
1104,11392357.320152225,484586640770.56976,1.1304840623235106e+25
1105,4262.772545219675,431017908587526.5,8.253566700892101e+17
1106,4710460.731475641,5606303184790.128,5.0545868909606715e+19
1107,1300505279406.6785,3266649303.7057457,1.6059002346020568e+16
1108,6255.042345532609,13381697295.196714,4.5801456075986693e+18
1109,409259847.62115574,67301815759.65843,1.4932940604745316e+25
1110,118319646.16643594,2340507885537.3423,17146632.226349078
1111,19075384040.817936,374113351228.54663,2835072338684584.5
1112,1556211.8665630335,278269889.6503452,9.121404628000081e+18
1113,12370469.530814659,2.4535742207287152e+17,1786991946368603.5
1114,14882934599.8197,35450620836900.81,832911470662434.0
1115,109023435.40220617,3577530078.4763265,103943022299.26755
1116,1112310887.0698287,8.741408732695315e+18,3.832039617795811e+16
1117,557313835.9419873,51576788910.75704,1731474035063212.8
1118,812386736.1086872,15330636521.676882,5280492854849358.0
1119,2088188.5652600154,881041138.4729867,4.291499285316771e+16
1120,65984605.49487074,34502001.423370056,5030944371704470.0
1121,48502.263747657555,1108826.7850019915,3.750160071471087e+16
1122,8121318.578460189,81400678778193.03,7374454577526.8545
1123,53740017.02190549,246500464686477.03,7.245760023655491e+16
1124,7145441.140055839,14388159568490.633,1.0793206521884339e+24
1125,1926343.3927718818,1292523170658470.5,3.98216909631871e+19
1126,1859157715.352511,3508964495809.291,7.996233987829696e+20
1127,11675517356.092657,18433277425.41674,2.71722566819797e+24
1128,4367729399.000511,69307798201.19063,122919307815280.84
1129,507182801.9263318,907088888.1833979,6.123297150812489e+22
1130,18017010595.56547,11409191.556421412,1.1201199214065768e+17
1131,186079.08583461528,132389588822407.97,1.0561093137728615e+21
1132,83548393.38629138,136967543.40848705,748876869020831.8
1133,2120501.684501075,439569124112.6769,1365853081010995.5
1134,3277023668828.567,1774180.946861854,9640036313409.754
1135,8095967.610462348,6.134909110616923e+18,3.386091514243567e+16
1136,10693705.933069149,51431952548.85519,641333209244007.8
1137,10644.824015273993,2279800288811.173,67732967107587.33
1138,1114976966.2199898,59441073.56809767,41316089.57350012
1139,9547179380.084114,96424767274.4774,10702182105537.7
1140,103236412.55230467,16759707294.755215,89499092671759.6
1141,772216.9846498328,1405193250714.7988,3269161000531.4253
1142,414103.1936320511,21488438066.182648,2.2743516107735486e+20
1143,10315469.770554073,403420085.9050991,3.2248928842838196e+16
1144,22894004966.41367,385530056065962.6,2.3020858264157532e+16
1145,153948279.9317645,4213236084715.4746,5.578281179145388e+20
1146,8536342.55794168,1.0128261843242718e+16,5755491411291.488
1147,137187067.57966307,760052919783.0063,2.7219222908673574e+21
1148,231492073.47526205,2.304753231475196e+17,2.708816226318666e+17
1149,174370.53366095762,67910938177.54219,2374029266336870.5
1150,888.0673000737183,10423281346.754267,2501771824982036.0
1151,39671275.78006188,46702301.45657901,9.045772917966773e+19
1152,2774216018.389267,698234003708967.6,2.8692683865345496e+16
1153,199852854369.1116,16636889557411.041,2.9056349068259565e+22
1154,9909864.08638075,54480631989.2487,367435675137.95013
1155,7384380.509663079,779692532.936735,6.302841990227284e+20
1156,272171.80857890245,1.182766635690474e+16,3.3434848876311683e+22
1157,35236778.07050619,97898082.83659138,8.355560877792046e+16
1158,393549428.4687446,6452146896940.249,407797466856.7745
1159,11894114.60272951,1989591935606.5793,5.1566729085134515e+17
1160,695973.4988639017,337291663.2619929,24163333.412122544
1161,84021733.21067265,583459899833.2358,3.369192730489479e+24
1162,45269545.99909823,102299942721.80069,673121860447575.0
1163,9981319199.060642,2351856779134979.0,7.194702232651834e+18
1164,12704431399685.596,302447730429509.4,8375326902648.521
1165,74950461687.8877,3068694.3976124427,3.673812989806643e+16
1166,2184462.129167164,1004739026700.2991,5328854774.588444
1167,1436941.6551309593,1069150097799.8575,7.51358750057454e+25
1168,17429.093790761915,2375549400.55433,4.5208829193361204e+21
1169,59394.5686991888,648597791.8660549,53617663624857.336
1170,793042.0257387613,12023546.834806893,2.0356682946245456e+16
1171,268948934367.57626,6733925215.625271,5613743343445.052
1172,19800914.212038063,4693876196483.846,1.670666060978318e+17
1173,38933.9087577714,24806795072.118916,1.2370149701301662e+16
1174,58427075605.42252,3127592520730.703,6.381791135892269e+17
1175,143275577.87201476,14203486123.745892,2.8525008524985578e+26
1176,4364071609.607363,300459216733.13574,167799802281.95178
1177,512344.4358663287,7889145977655.345,2805949361806.9243
1178,14861010943.4521,31219755.284862638,4664009.10206029
1179,4499765954.433691,2122.3847596971614,877321387.136975
1180,43974.48798547682,6627150957290.509,90571281105603.69
1181,194570256.58500394,9983556766203.154,3.4681585003359974e+18
1182,430519.3209855308,107294498835323.02,286278767769123.3
1183,13047.310901348017,151897459288.6948,1.7769553790131896e+16
1184,242243.79666684126,9657972485.737701,14728707478.288263
1185,787.4638825568109,55287299991.34416,1.3249255500588288e+16
1186,5479260.287373508,373486238.00487524,3.712565518694719e+16
1187,5117223.9322786415,5412911.805822402,3.649150299655978e+20
1188,154808.54063363385,7803140493.658841,8.659215251469719e+18
1189,12003073.285013102,4456207509.513879,186308372.29170337
1190,436150108.5463448,19183168443.52306,7.968111883651135e+22
1191,86972958.90320532,39250965.04830813,203287364631237.12
1192,5338324.294898844,100476306018.80882,6.941087262875735e+19
1193,735485804.3063909,226035022.3892128,5.500166506907706e+19
1194,159738456.11772606,2.3160238058939023e+18,7.595050247540719e+25
1195,3857845451.077614,14215618682.515984,2.0330257013969768e+24
1196,12743753.292684812,952323146974.8829,3.800715470314067e+16
1197,1609559869.8229764,95613089761.97461,8.037662929109941e+16
1198,4880644855.514325,477103557.16252244,4.803939955320988e+16
1199,610994.8992421323,49762091023852.98,1927584570934.463
1200,92423.0438491748,6.428480119441145e+16,2078052590696606.2
1201,77757.61457169181,89527131542.13919,9.878725902494564e+18
1202,157941035.47777864,14298460271395.398,1.1522501681260974e+17
1203,1757222.93268756,4799983364260.568,131929853097671.83
1204,1085406502.8286698,2016631751246.1865,291171241579432.3
1205,913911042.3605157,68828719.66566718,5.8290241760338485e+25
1206,14454279564.49847,622105107.5930148,9.664244093271279e+21
1207,2044479721793.3418,2.495093711285967e+16,1.9401932969686088e+23
1208,984058.4395985763,279561089044.76,1.1861000500581758e+16
1209,4752213.424583568,281605880920960.06,4.467606750441196e+17
1210,1041755430279.8684,4344033322346.504,1534265076946.002
1211,645.817120496738,563351873.092059,1.2831450939397694e+21
1212,2130557802.2178073,14862551309289.443,115334967678.21036
1213,294671520.50156766,12585543396.658962,5.029107834232807e+18
1214,45556101.38795164,293030750435432.3,981002435891803.1
1215,4787.6550887109815,117152393.78635843,3823696258852.3955
1216,313328.82478673017,543643244.0930238,4.0069956702527063e+18
1217,5727752044.750287,22669759108892.594,1964879305165690.5
1218,1909129783.8939028,2827496273.6302385,9.579166042411911e+18
1219,1421513.2753602013,2166482393675.6997,9700046309701498.0
1220,3096352.762268794,207846636460.29926,6.306709485712682e+17
1221,110390.97639172309,1464116.3852488983,1.5760073726659008e+18
1222,2202.1117163031504,256276717342.73373,9.456994615130117e+16
1223,24171583246.45572,78481790.75086956,97.07825125619769
1224,1169522439.3413832,25311999965.51388,2.4134250756929277e+21
1225,22597613.724748287,120301924479551.06,3.4500506913756946e+19
1226,1251600.3498019304,6728153911.129647,1.3437491876688878e+17
1227,1611758466.8656242,991814939.5036077,1.8606758041234883e+18
1228,2036313394.241814,1.0821208080172365e+17,4742518660039711.0
1229,9160732.761216765,214737245115.9459,1.2340190201343954e+22
1230,575608404.098355,7.288660033452472e+18,4.8401451023623815e+19
1231,7170103.229475511,2140804871.6812427,17018723932.587029
1232,3194474277.74682,1137035110462.07,6.500248377626423e+16
1233,909604.6601600565,141488246.88447905,2.0923247628199946e+18
1234,1639705.7318895343,1044.315128712923,1.1710378121937299e+20
1235,1500233942.4487925,57863553454083.56,1.487321681496137e+19
1236,4931743357.925605,25262732851299.44,4.41063276627493e+22
1237,363913.4427721595,1425393393.9562829,1.9416055544638467e+21
1238,668306303654.2268,2656841441.508812,853678347095.5696
1239,3476344938.4635854,43177133.17835933,4226136307.9500074
1240,31247991.16869752,15110200773274.229,5.938036174027198e+16
1241,813105.1074181665,4.564075118265893e+17,7.554433250684572e+21
1242,74498962.89494856,66174.94368458366,5.510238707566261e+20
1243,715.2315051847249,20934260898874.832,2.214785474622391e+19
1244,14932631185.909405,66376.80027570708,5.7417579070814024e+16
1245,20256394.22142584,1974362.4890402753,3.35478657440319e+17
1246,9275291.771373045,200295034276.7199,1.0799512694150692e+24
1247,3342269.811299495,2025045922507.11,6.566428118430816e+25
1248,3651.205929039631,22279208845963.984,7.4622440421587365e+22
1249,41035.67125254281,15337639.355879942,1627516911264354.0
1250,100025869.36524875,75967278.91649765,1.362936709130989e+19
1251,174321.0348221739,1380.4733696889352,266192137218.7475
1252,60795.40828053765,402762180721205.3,4.0025729647158006e+21
1253,12819748.861867353,128393446205.62155,8.655733658740862e+16
1254,290756.0408110384,7796519754.90927,27432.682964804928
1255,8845616297.754726,7325974441.888239,1.4286446705811162e+26
1256,26153844.545980442,27618485992.06914,57102463226655.414
1257,730357738.3734684,845869844.1555684,455270514077.0456
1258,1855761082.9605255,1173005479138.5808,1.3282262109462613e+22
1259,1055534853.6713395,2776911811559301.0,1.1376291321393845e+24
1260,18455435.307687655,3448076028831804.0,116270990.77297767
1261,23244125326.292942,61265312991.79629,104151340114560.7
1262,2190.6375455792922,1538901401746.3125,453320455532.1215
1263,61239575.06290751,5215776819080.087,1.0877773835836034e+16
1264,46987.57442064091,99759694.6229101,1.5068920496544765e+17
1265,35558440.55110412,8.059524946581765e+16,2.7761764376563283e+17
1266,772641.2280102231,8349750421.713918,1.1249205931297298e+23
1267,2323678816.874656,85003.83887658679,1.5153557193885198e+20
1268,4189132960.3601794,264125565.50138304,2.64913612023175e+16
1269,9631683.291313225,14703262699737.215,7.795719899693022e+19
1270,19998032.690413173,100418720882203.98,4.561899464970855e+19
1271,25105146.62702259,8447634270.955975,16722173060565.127
1272,3689616.5678541446,4.4799447977980467e+18,1.3072238677680701e+18
1273,6717763.792566522,4788708.43930624,10219292017.258184
1274,20990069564.513977,156296855.9385197,1.6184947075731628e+21
1275,637804876.8371997,17457561514.785133,50551917634.59324
1276,115153729.765944,21337326378137.12,1.2695617711905746e+18
1277,12249.929370539781,19794239629360.13,2.781620903227936e+24
1278,61325.66602117197,2788049122111.5,2870373.500767713
1279,48300.94484318996,750893800.7897023,3.46888465232459e+19
1280,238530.01509334482,56476983873.27207,5.453447795476758e+18
1281,1450111317.6749287,89740.72007288854,3.334490239364156e+19
1282,1981045.2373707697,27162075145.51905,8515628010290.46
1283,135232.4835542424,78129793671169.67,537815268035604.4
1284,50959.443989593885,200783666174.39508,1.7946714747085328e+16
1285,8796757.147164889,499073938196.9067,2.0279680481154107e+28
1286,15519.789617886398,1.7536194018654972e+16,2.2666446577971708e+19
1287,88701665987.51428,49791670651413.37,9702220476826.504
1288,8266947.918374396,1573171840.795387,1.2601614744485389e+24
1289,68197.68002741612,1636305886450.6235,1336320879069535.2
1290,1664261.1543911672,1111575497311.4998,402149735954.6073
1291,102580245.9860907,9933549315307.918,1.8465919219785196e+19
1292,2480126164.4811215,21542111.66636674,9.529079327252426e+20
1293,8880103.935281135,121954888.6389922,2.4958303566779227e+21
1294,7730953.45665678,133185.56493606974,2.1835869461760883e+17
1295,758662.0948039248,178804326946.4639,3.7610662865162e+21
1296,28216594849.885517,19080232879088.145,515515414700792.8
1297,12935.416157089769,10778720622175.04,1.2308388886222463e+19
1298,3684402.7255925713,2460647302994392.0,2.330443764603586e+21
1299,1484014224425.182,2359304392.4209104,1.2687613409773955e+23
1300,85558.51996233952,2034807727435.29,6.912411272450015e+17
1301,622611685953.1808,17092342832.341839,4118681671484.8384
1302,3525343.830037841,31414624999.744225,7.328992263960999e+28
1303,5372909.469207572,147543613.08363312,4649576915313654.0
1304,1791115.352040343,156212867.43838045,5.153007756351218e+20
1305,50469691149.56823,59641135064661.1,1.4092743749807514e+16
1306,57483644.378673956,149450966847.66623,8.847820988316575e+23
1307,204766.7222394219,1042365579.0811471,1.0043758178201502e+19
1308,191678.13554193598,363593424361.37994,8534836575148.897
1309,2467345883.4920144,196673984414.68896,4.2051712971039046e+27
1310,203323812.97193104,170307157982.08276,6.383684449855741e+25
1311,522365130.12889796,19731464732935.6,8.438054256511583e+23
1312,38237813.58042187,2409697761.7217283,6.080337629825964e+21
1313,936642.5369604826,73160482563923.7,2.526100204635517e+17
1314,286879.8487560212,391386841887.9224,19129533601.781826
1315,4671407.510246796,1256937602.066217,9375020935092610.0
1316,14928.233355453045,397576348761951.7,3907543139681211.0
1317,12208582.090824075,7823404095019.633,2374728199554510.5
1318,2824789045.7347383,139298768003.20654,1.5336723209236387e+21
1319,267905422.81923887,1432843863073.4602,5.3341716568928904e+16
1320,122668.47959616537,7223388842059.451,1.0368468335124382e+21
1321,53953.25121749627,1087257690647.6782,1.3913273386489019e+20
1322,1316291289.9724367,119751258.89000802,93465587.12879252
1323,55119211.69323702,75771905833.25404,5.668977002483965e+21
1324,781677722.5527396,125041616.30258854,1.4091984780549987e+17
1325,220143.71914063906,96596991567958.81,2716627135717003.5
1326,292303.10280459217,7198731967777.691,180439729411.995
1327,445322584159.4782,400045079077.9634,1.5640234314984556e+21
1328,865638.2407624921,40147316.51448822,2953105906960298.0
1329,725134.4361433145,232180639708450.9,4796912052039185.0
1330,135301.30065467022,154442331971108.12,2516032795366819.0
1331,178241.40390377268,2932650.5003760336,1.8754658446072333e+21
1332,2973.6071503961584,24068069.97950967,3434815089159637.5
1333,2487643173.0255814,912688683865.687,4.0348886571898125e+22
1334,1757679.417127554,963823969819.6484,849271710917010.5
1335,15611384.86062119,5687054.429654032,5.302919646235239e+18
1336,36893314381.37278,266180814.92265373,4857370766559.678
1337,438518.06546985003,4424302169016.193,907004367982130.5
1338,1943100.406401873,159013888936.79077,1.5828600702321987e+20
1339,18689.909342821644,263345666156522.06,86086298339261.03
1340,9279162604.985374,44622.072301859385,9.440191209376048e+21
1341,66957624.343196824,8323567116.612715,4.954446058573882e+17
1342,1125811.3522927742,7012135110.340462,7.507738225285336e+19
1343,6665972.041644111,31801429500.48174,9.456553493477102e+22
1344,5847483674.017052,14014401658.606096,2.3291276981211407e+18
1345,4266690.773597521,14310573.735668356,3.2590101210471126e+22
1346,1572.223678292744,1030616105799.577,6.857144264649782e+19
1347,263783897.3111414,569052509081.2483,299215327210.978
1348,28119477435.1242,10993447192743.164,7.431437063345824e+21
1349,748.2952439459,4035216494180152.0,1.610070358630629e+21
1350,363712539.02250636,5104253247.5872135,48574686493861.24
1351,221095201343.62766,62012456.84111848,365001202550741.9
1352,97344056.25601396,193265415314334.3,3.720069289013776e+16
1353,54423347.868736036,5621472647.240238,3.4983486813292256e+17
1354,1570726368762.966,9402719804.694231,2.2425565671012756e+16
1355,698222928.6039888,779910112660.6295,134761779583373.89
1356,1640027.342348406,5339038022.279393,1.3062105362866306e+16
1357,2374551583.190949,1580024361385322.0,6.711311395649409e+19
1358,325241455838.4804,2686669049.805323,9.58371868104983e+18
1359,182278651.5648762,60658150.00100149,1.2703706175690173e+23
1360,33054.19656429109,107750587848.20627,3.2101820209206888e+22
1361,4257772.994441041,1226835638491934.8,1.955230331111442e+22
1362,4381667.3551992895,193164186.80877578,64752850905387.586
1363,74320936.37099433,6038986049064.049,2.6613406284558692e+16
1364,1170625043.772346,4.448404209082898e+16,4.6425850921256955e+23
1365,111388496.068112,2330482557.878423,5.963701302831893e+16
1366,3287.280669996297,487256882661.8877,9822502858.685957
1367,3457286.502614274,153805539459.06494,41880850330900.91
1368,94004.27239599245,8600363043947.819,2.6110929587552364e+22
1369,669.6511325598159,496009661265.4984,6.063486115877489e+16
1370,1210435523264.5986,142731497397588.3,412555824141831.3
1371,2625538749.3687477,283804333934962.1,149312481407964.7
1372,10024598.117971005,10558749983.752573,574745821785.6074
1373,103269607.66307843,399766676267.8405,2412476405049.259
1374,101228414.17082542,1766809044556.5752,88474389702956.23
1375,1619112.8171136545,12552509.97815971,1.0079360171553102e+25
1376,350268815.3290492,10198563284255.5,1.4046188059139206e+22
1377,52913985.531360276,11113018060.340046,3.456457560480755e+16
1378,218489.88078941213,4423932214163506.5,5274373846480598.0
1379,9405103.19067955,58785790.25920232,1.6981889171198945e+18
1380,3346024.2938443385,1.4287406707270412e+16,369106424060076.44
1381,1605962403.3765097,24007480230.830967,151769714627740.53
1382,30742.638697613973,735175573136349.1,4.4001127342292976e+19
1383,34377296552.79612,64908580.97105276,211609696228.79068
1384,321235423.6247178,1769919.443423771,1.2460667295932276e+16
1385,3168289.0102098417,1555813437091.0054,3.3252794764748616e+19
1386,626017168382.2064,160884166536.9445,1.2200048918097656e+20
1387,880286.1314670898,4803400382.327946,1.1983695345642258e+17
1388,133465293.62532221,765924675990679.5,1.317334409556863e+23
1389,464265.67134805484,63054449.86126384,41754984036673.9
1390,4778514.7039010255,137301379556.55832,1.1421539853998596e+19
1391,11337.028230241278,518184004.25046134,164572143.22217914
1392,13418880805.067251,223360197179.63885,2.3526201813336182e+17
1393,514881.00010589586,224239643.86315358,1.7593467848599977e+18
1394,132941427.11683641,136947203303.98158,3.6399830955946437e+30
1395,6437019534.628604,76536673981.5253,1.9333588026102183e+20
1396,3863.3939183066873,43331619446.61613,312444192246.95123
1397,111543311.29704072,304224499328.41376,1.8497997803663094e+24
1398,20549606.232529692,365875709548790.25,5.032904678235899e+25
1399,7530377.615259791,444474235.1240775,7.179615704776591e+18
1400,14034.984022828303,90177675.8494708,2.0315398580286553e+23
1401,15560828.042937951,1716392.2436448985,2.035154606894015e+16
1402,454698931.78231007,1616624812.863236,56835055283363.41
1403,30193741.684513476,707710678458.1534,48519578849504.45
1404,38018775401.69605,1015067073160.9335,2.871858923736217e+19
1405,188967234746.4412,3.733440273956452e+18,265712960889268.7
1406,3248018028.5433927,49723836693.66537,291039559837819.9
1407,2917462537.0151386,356811.5817487102,1.928780163293835e+21
1408,9854779445.1986,2954500168166.4043,3.0776546206058645e+23
1409,221181.18141185513,1465422804618.6619,3.0798796129655665e+20
1410,833492.1032593404,2923433884488.1963,2.7622496387666053e+23
1411,15264552.504060438,185747075683.69662,5.565399650992146e+19
1412,19175.00139797662,1290144464069.1372,44247996.732850686
1413,68923455473.21236,23485503019.69303,3.9244256123022394e+17
1414,1363788.3281654688,56742076897847.086,8.00151755296012e+16
1415,1954034823.5838082,2844419349.5791154,5.0600732681010354e+26
1416,4641324.405139842,3309671381682.2407,1.8963585119246398e+27
1417,395067802710.3152,114642859818954.81,731016225341812.6
1418,260256.05880911803,2790593001980.531,1.4608429419510282e+16
1419,149121.27181338368,1107075427077.9504,2384366957.262239
1420,15221705.37546912,1022400972.9647652,5.714852404518164e+19
1421,1009822967.5934666,6989894302571633.0,1.3636947014615964e+19
1422,457667.9507422607,2413334673340744.5,5.658230014777871e+20
1423,23784629.168514103,6882752.748138026,3.118138762080919e+17
1424,54729.7390344315,479495677253.7379,48182027619011.63
1425,525292.8870591662,6022693563133.452,5.85769361724723e+23
1426,2004.7829469588837,1716882961314.3013,2.5516829954403e+20
1427,31259058.190770157,399210724913.86523,3.8142544198010914e+23
1428,36200612.29314296,772751707642.4873,1.2697238452073566e+19
1429,1597021.4639873612,1281861858.1096115,10231391942319.816
1430,19100078041.443386,79982134.01386087,148051697714.90128
1431,754211.4077493633,3355031.2265468026,1.4897766366534527e+19
1432,169998291.28458348,334900301784.01843,3255535959.5347877
