simulation_index,goal_1_final,goal_2_final,goal_3_final
481,36437.469354140514,5687862796236.618,3.2843805034032574e+23
482,77510638.03076161,886570050833.8798,229884339.12177163
483,100697158.22837195,133525663715.77173,4.276238976483717e+20
484,125974.50203266705,60582513092.57987,1.3461238387914079e+18
485,331736.49067351775,3979426.5337187457,1122687197151814.9
486,209404021.92525327,14722.084861514637,1184604719473.165
487,168744784.70182192,1262866728.946303,6.145727455480417e+19
488,175018345764.5537,14987786.834005967,676432750258.8702
489,69839.95042125373,2.241516176505523e+17,1.0336750432590674e+20
490,843130.0532472385,596228347.0917172,1.7848611351698728e+22
491,31245.320167147307,12386090465.385324,815716009701980.9
492,20023172162.702934,1008110901.5792458,5.362088184443799e+18
493,37477004.81365283,5803179186.174123,2.742189275174455e+19
494,6049977981.732439,87944345549.13788,1395852593997769.0
495,64295532394.49089,2002997745568.1763,4.875712868817498e+19
496,617994605.8646559,101232013003.41138,3.0384177775815035e+18
497,11828885082.324997,302958281397.05554,3.15909863587848e+21
498,942137.4105444443,8928890299.5081,1.1361135779058254e+19
499,23567204.523347642,41.832658061303675,3391024401136618.5
500,126221102.66858816,2950761377745379.0,2.436334195627765e+24
501,133682487.90875846,15311.593300836083,8359276437718244.0
502,142812.81678904843,93151494051007.97,5.31787244673978e+22
503,420595555.4107475,199586797.044775,16633512.32500589
504,6058656.023146533,765508286.9591168,5056542658453.967
505,203496874.9563492,437427609484.96625,1.0320031806758842e+20
506,127925107198.00069,4327277663.544451,118025643947586.9
507,2583486.6238571755,1305740960.0392642,6.133085751153499e+24
508,2992022209.1743073,3070691901206.122,41865167710242.8
509,408151105.4209039,9653033985177.643,1.3700778396397782e+21
510,423183655731.2917,3400068600.000196,3.8656352986238193e+18
511,5617.919730476181,2792138863213046.0,126684663907187.36
512,16042.722945056701,1.3678343734383388e+16,2.4585899267810717e+22
513,9108321.816817876,9.199610741646709e+16,1.5111736941767386e+18
514,4260909164.9649663,14851379969573.879,236994482993.54773
515,15646860.070867006,3515774892724.066,4.717703898708919e+16
516,91141100.92461787,16091013269.221375,1.3901081840306875e+21
517,2287884.763640064,2451860493127615.0,1.166426945103819e+17
518,5458.665874816593,138775764309.2763,7.438448399700293e+18
519,41191.67563643265,7089192094344.819,24052209.69820492
520,723625999.5072172,85441916446.96872,1.8481267511634792e+24
521,49382607.77009536,15416972234.62401,4.736664063350075e+20
522,37884.03361364287,1907025901.8784852,133188623645535.94
523,352437637.01914835,1809374761858605.8,1.408036918877834e+17
524,308142336.8654582,28996386.673464786,1.1374384680982944e+19
525,89459026581.96526,84912345991.4766,2839402679568.211
526,11743.091880564241,5986211.453623611,1.4699977585346043e+25
527,557865.122010403,2469906001.4324846,7601794009486.569
528,2711613.8372432627,409913.9602879706,2.632754939956047e+31
529,13877809.368213905,1089319509710.7041,890067752210173.9
530,4961428.469026726,112562272.54281332,8336843398267.239
531,79832.91939109602,1367320942.4878454,3.850612045513838e+16
532,46127622.2415003,798506848041.4233,1.5652615977808972e+24
533,10944957907.463924,105469555.77500805,12064507588400.812
534,162702414.01435846,9974391991823354.0,1.8122210543381142e+20
535,49978546.58424475,93907876597.17879,103412950604910.25
536,1303543014132.111,8.315004000390579e+17,686965975213945.2
537,2943181018.7629294,10210839120.634937,125913442661.40584
538,2142026.630668413,8495773776056142.0,3383523899688721.5
539,6331239059.757507,1880052844667.6301,1.1542657644916216e+24
540,11831.014452000925,68773456970852.2,2.2021738718858755e+18
541,1209153299.4767652,512084639905720.44,6453696399323.748
542,5363583.645982591,29003306006.876278,9.522155795005617e+19
543,4544231.86537378,499717186.904692,6125510184156866.0
544,97655301.99270177,925980.0883885192,1.0356582153359443e+23
545,606066086.1784549,266808617474.49103,3.930802844073848e+19
546,187374580.0933796,3250790851900.96,6010908913.228628
547,661811145.3357935,1913466715867.537,1053231402780392.0
548,2743.0966029043952,4156091818195704.5,2.7752715321809465e+19
549,892232.711310409,45006023902097.33,8099812326682317.0
550,363692.9994261345,8041246614.5037985,3.0295569360634437e+24
551,2525512.629085602,7169975526975322.0,4.4923049352030275e+18
552,37867491941.64101,154402925584.74402,162081724.70646012
553,771333783.3987864,394764747.5812496,1.7451774208614908e+19
554,42476896.86072736,1579487921227.6465,1.952700122535589e+22
555,21866103.37047106,74612383.97990789,2.0503569253739217e+19
556,2124484.2973566502,216301054277.34213,3.318469392614763e+20
557,1280693654.780392,722809199087.3787,5.9056599862590984e+23
558,252212855.83510548,20027732.448294733,9180946496164.469
559,145044036.71441677,247484956750903.1,115779322500847.36
560,16327300.0274594,286874728.7992299,9.333306347812064e+23
561,100242.90253387527,686383802.5842615,525947659406.06036
562,18587941931.994953,2867853476503285.5,4.6820682736892275e+17
563,5471132.743342107,136835466398.27951,61174659841139.11
564,3214.1499988528585,112269043755.67693,47962788459253.11
565,4310.081245142118,180974071129.02493,6.643293156274472e+18
566,13522316.083604416,836883657906.0388,1601303175431249.5
567,49271736.54612239,2975653.627488366,1.1057902490397544e+21
568,36748.67268278636,97021298.44943832,80960698097.38988
569,252117.0182380985,208493485320.73035,137901142269693.66
570,87455.5945963401,1854756248.6528754,3.5478839724391936e+16
571,193364111.97721317,524722566002844.8,6.251036574867005e+18
572,357511233.4427164,1.9655244083690664e+16,1.143739066107721e+19
573,79037.1279146194,1065478165628.0946,250794193833023.16
574,3666043716.3514323,5674742066000.098,18748464510.885887
575,1175652057.6819422,1022961134251.9099,3.420154881327154e+17
576,390091.120619511,637421.743037279,3.7367077190027696e+21
577,128880636.9550203,5.017017455388089e+17,5.8630599342858226e+23
578,15143948.928536588,508782056.245394,7.192237052814112e+17
579,320789935.63732713,911477874761.0575,176358077641.58145
580,8951488684.852081,955466599948745.2,1.5415435136767e+18
581,1854750.6166363875,24397674159111.473,6.700858002046891e+21
582,7195782.697451893,20468635615.482224,7.687441966523688e+30
583,159905814695.7885,32892157348.977703,3.878798920945478e+16
584,1330.3451847296367,35425066742.72142,1.8138807713834274e+20
585,44520.41889823197,22177658.533631667,4.9872113979514554e+17
586,196611244.38433585,10068825467.31419,7.427952194284574e+16
587,1983942.9842817376,1051745132.0513556,4.953251538274333e+21
588,3510935.2831601016,4305437521822872.5,2.1642275068254544e+34
589,4476137866.005872,221199952637.46213,5230997271261855.0
590,36811926.09892094,12777852146362.43,1.1293201878101161e+18
591,2445446.120076415,708915647302.0298,1.8827006989078262e+18
592,2687476436.6087146,1667873504.423066,3.16171102398969e+17
593,7292048.190944187,6097583129954924.0,6.539000261006421e+21
594,825952156.9760454,13544785.951418264,2.447049442072908e+23
595,655869469.3390139,12773950453670.445,8.115837043184502e+24
596,18471.368790354183,723071154.6574699,2.2701332663342666e+22
597,4515649.239521315,8502922.66482836,2.719327692696986e+25
598,143241.05063932855,158796699530.40848,6.701998918818131e+22
599,15284246.896062158,9366764877.784359,1.845375986003882e+16
600,404733613.48490965,251185657614.97632,3.4309637979406198e+25
601,1126127141.8243394,759478607914850.9,6234713615967131.0
602,131.2254506904998,788990809080.704,9857042085203534.0
603,154919.47247396028,1285480286811726.5,185710793237736.88
604,3213.623350010957,208431602.59464228,7065051447.234041
605,1102710.2069030334,235134225578.33163,8.08877346366327e+23
606,4012853.928798497,527385602.886423,3.5760425526852905e+20
607,2234665.633944257,257238278.05994144,2.030561614633838e+17
608,57195026.466876544,77995074150935.12,3.1742111576306907e+22
609,1054899630.3997622,164883682.676311,3.030231670547104e+18
610,57718034.36708478,101.92558616927055,7.305877802106777e+18
611,227768945.55130693,3.8099917341169683e+17,1.9365557109322892e+16
612,328415246381.9834,12175127.733279096,4914620938702695.0
613,8580007.155077856,86862611693.45663,1.6961409032268098e+19
614,131739954.36582087,172561153129.8792,7.369854672691092e+22
615,202842487.375105,8287584.002413734,4.590782431512983e+22
616,13134936.471721545,8016343171.57186,6373486270913.695
617,99876104.24075174,585759909075788.9,32590990043709.125
618,7217927735.627643,3144431559.759844,3.699013672289632e+21
619,11359125.756229741,286027089.13222075,2.2568988400960558e+21
620,405740004606.3452,15500135548.437744,2.8942694272579342e+19
621,177547665.1880257,86137736924.47316,2.9896231530274275e+24
622,8915174.566565078,208564479.0702761,164278041.89005306
623,4190906.766563215,14440001.333298067,2.3295396685782576e+21
624,22664886.86956046,50509461365.59461,7.539652763452719e+24
625,7536741112.489323,2373.9488418181973,2.492991573139561e+22
626,241975.0343451023,657341954608.6788,5.584449073257501e+21
627,540077.8103053954,35909101398057.13,5.476850339317095e+17
628,92479.62788118485,1371024691084.4495,2.5538917203194332e+16
629,25871.760233479865,32161048.150469325,4.759111747508948e+18
630,2833067.1346415575,120424168.92019045,1.1228118309622573e+17
631,19919808.08747449,4862475377.710212,4.265809785049947e+22
632,257886155.52103308,7.411843724441832e+16,1.0303963983727433e+22
633,513253.4414323833,177904499403.2454,15033089954045.379
634,68174439.26622146,3.575185005498705e+17,2.3554760191864063e+21
635,44532.70086555327,4832535.234345081,111400043896.87155
636,7061273393.3040695,636855466.7624986,1.2229058709441907e+17
637,464408.99087494315,827061836671916.1,4.146961427574803e+21
638,4108842314.334396,1845741217113.1187,546067262159664.06
639,50881687.18669971,429224483086252.1,1.814786062028383e+17
640,49802059.35968941,1406.2985764059367,3.055467732287494e+25
641,3246286.073208971,1093499367499.7042,2.2067645966665372e+16
642,68340047.89473331,114562475376379.58,5.981365160663386e+22
643,18499810.385491297,3781928949.9934916,4.239337342309127e+27
644,70614776.48207985,4067979.989146565,1.450685336319423e+18
645,2652208.9690517606,178731833010.93622,1.112232323561837e+19
646,454.5860490049782,332346723.39794755,1.6509590289704057e+25
647,986158350.6955063,42738605760602.17,6.149160846874802e+17
648,212462823.60110512,946320.8651492196,8.291572916888766e+22
649,1962571846873.0803,7174470825515082.0,938466106184.9753
650,74126578.43762948,401295490469398.6,6.442660589507768e+23
651,2149992995660.0784,1577.659903187747,291522204383277.3
652,6384019.496648743,96319157.68187201,21782957380.391384
653,406373.06503109075,5553985165740.946,5.499142658638536e+18
654,42741854290.48752,175873.18125917795,4.981754732097076e+27
655,1258231.6136559527,2.2624725298796163e+17,4.616188997761802e+19
656,4662861206556.529,41501175295.395645,1.2572092247613098e+20
657,28536252.204547815,82285671442427.14,3.280975931422805e+27
658,197376170.14837062,191607196.6745232,2277916655818328.0
659,162690046.42348757,3974895837267278.0,7.518733047134774e+17
660,10744492.30500451,1.1101343382914932e+16,3.1028680603081556e+16
661,18499135973.650883,2308432347.6171618,2321385669815.2773
662,43804.17647579528,682660621735.4546,1.6139314655134078e+16
663,201263.9915470505,11607465540.144026,4.293815449736141e+16
664,88693612.84227423,1953752802.1750386,3.903961217067715e+24
665,58651507.76234088,8967405007861.076,1.670261879590169e+21
666,10124591.861958561,2873812436.614,136375052230281.1
667,66574.62876816446,288126213.6294913,1.1461462633716014e+16
668,51568819.53704491,9045354172.959383,2.6708874744418324e+22
669,5043531.682448268,1.8735385592338586e+17,1191142935350997.0
670,1571568964.5841055,31353596118440.836,3.7349195715622494e+19
671,3474873333.582904,186491351845.45267,1.9101761897044977e+20
672,541556627.6674533,214504614477.56204,234774623341.82077
673,39553.5494355085,8633341695294.295,49925449513849.57
674,1815761.9728707464,355057691116.7014,2.8902305679810835e+26
675,2232910.460443703,55646911482.72202,1859200587063873.5
676,357489.4530202515,656922.6096038993,2.23310100847557e+20
677,7491944.682098624,1275573013617.885,118903025999117.4
678,76679.43014149554,3682069643.4357004,1.944502668954079e+16
679,533416952.38684344,57159186118.61775,4.1215915553248794e+17
680,8280197720.168837,28074355940.470036,7.458464122577934e+20
681,77779254340.49979,7860049410532.43,4579347139219654.0
682,23450573.27158273,7892883457041.164,2.3585449187801416e+21
683,764795.8583920895,400926379952.1762,372724981095.0765
684,175463.97050687493,243447.99617309,3046487187588042.0
685,9813474.215865383,785808097625.2487,6993075072534053.0
686,1233.9160375874849,2074616933612363.2,1.804890030653633e+26
687,3639077.6374229793,55524024619.72523,9.439869798478781e+19
688,308788.74306205614,6211891.230448912,2.4880866405328444e+21
689,802537525.9883385,1205623933.398179,7820150279433629.0
690,606699819511.7643,7090619270.325966,3.4917312973481683e+17
691,3007069767.7125683,994608804170412.0,1.2202978576871186e+20
692,68956887.56117472,28450470275931.215,4.0322552269271304e+16
693,23289271.853081092,112508485618.42842,1.1632355037810876e+19
694,325.7239193973902,16158.44121080284,9.793053527785733e+20
695,38268016.84536585,548952954542286.3,4.5158643063573535e+23
696,129724.95341296098,913883734290.1929,6.525087516381557e+18
697,5881956.61751833,1152331140303094.0,9098394817173974.0
698,205807631.02232948,99253159486222.55,124011.6016387462
699,2379701.7224283135,7.240862995815886e+16,4.863357629260042e+19
700,156582.12963866626,111828473529.85425,5.274062031221218e+26
701,9208602582.684397,510689.26634475146,5.2294602229579736e+16
702,3236264.072384534,19036696966.792904,1.735867288821404e+16
703,15554.091871846118,19486870943112.086,3.24363936497987e+22
704,17286576.364517048,602104706027.8099,14302080910312.271
705,633413305577.6632,25500278.344275262,5.298123831535432e+23
706,903610079.4058368,1356651179396.7708,5972519674519393.0
707,229751.09514085224,9461924.703431102,8.771426824873478e+21
708,414604318.41232026,9233915261.55475,87980246743.28404
709,5848570.864472794,22538383.014552046,5.816355932733486e+20
710,822244273.5999621,3182493.384364142,2.6654947704355475e+19
711,1762733939628761.0,5320162944812.837,3031146059475407.5
712,2379900.9477501907,7935120.512165638,3.5133234533649183e+21
713,1792547.1993450017,27877057255775.3,4464255362097.1455
714,21291300361.470272,16644552.194011211,1.4123492263097084e+28
715,765654298.33923,703463763.5965284,7.447852949952742e+25
716,2875.764949399157,1491586709083479.5,1.0187779834184792e+19
717,22723850.85543928,14709228237.793177,2.2153576297263223e+21
718,97109.39549377051,2621687750331903.5,3.515885396345859e+16
719,56442570.03653685,6584754908156955.0,1.9335968437642954e+24
720,2948491446.7849565,3921652.5018360773,5.1699468889208514e+23
721,11280473.523228899,12421976.125211217,13674089666539.975
722,2331146559.5653753,4095125279123.787,1.4571228316246532e+16
723,129807296.75770643,279057506693.6522,1.376145735985023e+21
724,835421.567778325,10443960157.137783,19685357036.990776
725,10859.947688244429,6181462162632094.0,1.6291073687237062e+17
726,1499970999253.5461,71927200538.9712,5.3142202252350565e+22
727,8885367.052729772,1123513422.3753316,1.2191387479707005e+24
728,237586782.17715904,317997667087.9018,8.464315561208245e+16
729,247847.04752270252,11889892713.385843,4.679726546935605e+20
730,2485217.435752199,259866.4824643883,1.5560972591237877e+26
731,6167198.273632011,1.8224242866754476e+16,1.0531141029371933e+20
732,33370486690.395813,3.844538444335972e+16,40910.058562609614
733,4165.926380229417,1910247751.5161262,2.4438070783709344e+16
734,9765657.430213654,18066075497939.27,9.066728350861086e+16
735,26994020.066072572,4381236747.783689,3170536548176522.0
736,53663052.02427448,752606257.4944634,1.1028026696112883e+17
737,33121702.729281567,5187198091281.714,2.2261924666196353e+19
738,48242503.53865242,62426778366.86511,2.6520405811121687e+21
739,85428.04928328421,967380223555427.4,44271433205.62525
740,9726571.823722476,328856392485.83734,7.810982695024748e+17
741,4547.3594387197245,211265561.98146045,1164489499935897.8
742,44957774955.82518,10566939286105.066,5.110676248160305e+18
743,470225.82129734656,1208404682921.61,4.0665073634265176e+20
744,185404.17112216007,675362653.2098819,2.3519137959308186e+21
745,3130403421.9223013,15756132882141.637,1.407048128263748e+18
746,3163954.340344636,32297001.7858244,3.2416608114813766e+24
747,116075256133.18135,1154336985734.4202,696886012589879.0
748,3703.0972561878602,4699748721450.072,8.117739148868233e+20
749,148371915.10098264,228075022440235.12,4.056194562559488e+23
750,14555850.891962567,1002114124520.4453,2.8175512798342464e+16
751,8603376.49156718,20972122589.011852,22110038922964.125
752,103791830.93345304,59132443330343.625,1.763667813368092e+17
753,283445719.93331254,62448953306107.625,2830906968050.112
754,16025564.932389338,45758712847.380135,1.5417615069383408e+19
755,2434.2374434291323,15670176018.249624,19904870098.978577
756,2936408.971569582,79217.54068692583,5817033437579.408
757,6265239.808072534,75586568527.99376,2762186491564.0493
758,130423.58281953611,65928046436.9767,1.5546510905025428e+24
759,146271148.908152,446456970.216083,5.026600636315931e+16
760,253832.6135587522,369853800213.47003,1.313665452665329e+21
761,2429.201660862413,497424161710317.56,8936298596650166.0
762,2953760852.1307597,10548.26746612042,4.5365164221469945e+21
763,1845005730.4820473,5008766823115786.0,8.72388986835562e+17
764,64213735.39215689,1.6328779132985548e+16,2.194907794164507e+16
765,19311577.36053986,7556294198.389147,2.703607447054115e+18
766,57869959.03430419,46512397096.450195,20520085367005.29
767,26616344.134533364,166864.27888658945,2.4134370899953865e+21
768,1314392.0097942282,123080793.25749454,7242720589.699484
769,4857831676.74173,94009667.34038779,1.1249047654218713e+21
770,1147970198647.089,261514299.42329544,102704143104088.97
771,5531542603.226391,52071505071.27116,2.8470912604502622e+19
772,6239813.9190665055,10575083795.002987,1.3022255400175534e+21
773,672293.1680538584,795863871.0936503,1.7330110376284082e+19
774,64812759.1641102,1568295127703.2607,792889554151.075
775,1082047.9480782272,108534902841918.83,157833152682.1752
776,4241935.390943307,284823613841.34924,3260172393697138.0
777,81971.3969904833,79216179951.90324,2604241206318789.0
778,275850748.53957605,74659286557.77791,1.4837711960101264e+21
779,3789050912.8384542,566115406.218221,2.730285665857255e+20
780,68106098.43350995,385634164280530.56,1.509442739652944e+21
781,30575254.44376924,12301115837.19114,9.855970008838543e+24
782,47694.452431904494,74857818667847.75,48145769770835.85
783,133560.08231616433,22338154880.2048,1.014531552317396e+17
784,2073261091128.9568,59320218375679.586,5.047727716710983e+19
785,40705.730671492136,76399141315.70306,1.1507363475000292e+20
786,198541.56342603048,44697955672.510605,1.7539831372113142e+18
787,21477036.776307125,57174037840.505936,1.3525570894783303e+24
788,111300701.86060438,357362093.5995499,8.575327174282331e+18
789,1559502278.738243,153183828126577.88,7.518927962104874e+22
790,9194145578.756424,672472324842080.0,1.7383858955700083e+20
791,86569658815.26575,31120124695154.184,469302665993335.9
792,10602486391.538492,62063217.96788586,4.862922480791519e+17
793,2994.507172679515,6136511902.155283,10003794544864.533
794,9407869.937930517,67141395626806.4,4.5550195637145467e+18
795,833061.9622564246,361333177787.12854,5.869485862999022e+16
796,1265087245.345934,2247018336.576221,13310690043709.527
797,1674247.0960288034,515162534607.9253,655368975277.2965
798,4683291.808042056,10409839753869.746,3.5768105848631654e+17
799,1798696587.5927572,17485095627.726334,45743026106.86564
800,78752485.47243887,5789580070352120.0,6.688965214287786e+16
801,46677115610.74024,9800742015829.652,2.271475018321748e+23
802,7324.132615835811,316136589374.85297,1.8674132581366678e+21
803,31035.966626256464,656936692370.8613,3.649001840590749e+20
804,140977912.37676537,22708035123370.49,2.6184585358262242e+23
805,13096.755534385667,50595452493527.0,26097190258853.16
806,160995064.8999166,1660613316899.5579,3.875036615792514e+17
807,224275907.95079762,606151030.7147285,7107300576035113.0
808,9074351.108708072,49822043.445193745,9.20981087281991e+24
809,14279419.55529972,5714578956255.368,24438725877228.445
810,167494551769.6036,1033005328.7502377,4247728583412811.0
811,19224329.488950953,697337289.5724461,1.3052798883653386e+20
812,116482424852.10588,1359752873289917.5,18663017324.22896
813,20615634.91231471,69713191793089.805,1.9932594577874774e+20
814,6666.169340282403,15586937621.846645,4.904847225779874e+21
815,251588133.4946704,47507423.92528205,8.027450456123022e+24
816,1161448.978774203,46790710966255.72,2.6662997309996605e+19
817,3320626.064282985,1485194292045.602,20876308778.66123
818,379048927.1585063,263827154910641.12,4.374907021108092e+16
819,912561.5644019205,2456653302755.9463,2.08343836763704e+17
820,3067152.209391854,4151464237.575595,1.3445007574566128e+16
821,381287380.85503674,17143276865.541714,9.697861045604123e+17
822,28247474.515484836,100182611.78323925,4.045010180526084e+22
823,44247278037.11579,20702626014.618343,6.118418508497362e+21
824,712392.4688068439,12735344531.349201,3.733393128820399e+19
825,1063788119.5817026,397701612354138.3,7.077240636440793e+21
826,102117837288.16945,4711469.882378079,1.9542773684193856e+16
827,232660.789739562,27047352152.313805,4.253314130635071e+19
828,1104357157.029668,45473368021.61213,2.079098521315756e+22
829,83955.13857356545,10535037402296.4,4164340604.1232104
830,58557.16834568714,331149.1573889922,19828134300825.297
831,4110928821.3155427,449516712996.88684,9.887934680060553e+22
832,1144266.4588255975,3145995433.418629,1.4189397645827064e+16
833,2697411477.679108,33445166.05769406,7.151429437926203e+17
834,11500.266836567778,614623504058165.4,8.183451286737435e+21
835,100238.64165756208,1792746025996834.5,5221777167581810.0
836,40656326.91863565,8425103508286.631,1.347826782577834e+18
837,653482601.0317672,14792813003741.873,73941082349084.83
838,5070459.497223362,1749812961.9330626,6.753489377521093e+19
839,9658.172241971313,2606575394.093628,3.553549167622607e+21
840,6842562995.050053,9677750361118548.0,2.2366289096422854e+20
841,61187.511207705094,15724581050.54594,7.410476677718344e+16
842,85698130.51613429,2594751420672.3115,595978868701.5092
843,175030.87349073272,3.3114743232632056e+16,4.4548595292706126e+23
844,16066703.008863693,23220371780.03017,6.184097163113499e+22
845,395.01061489808916,23490981221.59989,3.5838453565162877e+21
846,345317.7530414155,7335878197.177091,213936438694207.12
847,39893.02054803253,14921975.677149227,8.488729089832468e+25
848,774811336.5229273,5397063607684.615,41122563501090.9
849,105665532277.74686,877793910.3408344,47816264850739.17
850,32781083.644381255,4534727011.691516,6.129305934188885e+22
851,28390.316076437783,277846731334.99066,3.2619437487435404e+25
852,3337.5973657067666,2215782574543.682,11146068307935.977
853,1252027.6834306014,37511007445.88741,2.7785267642804435e+17
854,3231503.098529413,1065079240925.4779,1.0963656485330724e+23
855,3195235.2282561753,23814777953.504807,3.146322001492811e+20
856,9315212.83787261,4176227070.037682,4.6018919141190565e+21
857,68501.4305902198,7202276.762697405,545124244321307.25
858,1817806849.015879,708979162824253.8,1.874307609348398e+17
859,1168060504.1099665,1455186.5832000587,2682871113609438.5
860,118899817.47439758,82242264814861.72,3.810820488477038e+23
861,130269958599.77658,629744875915.9102,4.1228257936983335e+23
862,1227.7426810879656,1906098045.838034,2.0269064859445633e+19
863,1720387687847.4092,61486956706797.164,6821802005145834.0
864,38659553.169081494,39684681456962.36,1.9079922614724993e+21
865,673903.0104714165,554870.9841018156,3.985659737577647e+25
866,52772558.39479212,6164655787.404962,29122395302598.46
867,68572942.3223305,67756680732031.88,195147765041731.1
868,4716294.696081292,2531602912478.6504,1.8952337543007856e+16
869,567380.5531620198,4319285760.447354,1.5188974626652457e+18
870,160.21558462024768,100892274915.17621,176607050976445.16
871,107968805.64241312,15561720343978.148,6.045728363329942e+17
872,1132964.3061369122,9093825199049090.0,1.4177804026787488e+22
873,2031135160.9275093,808178560817.7152,7.0574743045685255e+28
874,1427454.0957418378,49091908487.03441,9.16747583032306e+21
875,156994404.96489486,17226105512.31576,3.0612181562174496e+16
876,45123557493.013664,643319581752846.8,74744855913313.14
877,1800313957.1519752,6656243008287949.0,1378441529.3722074
878,34835813.04910267,415037671193.59894,12490211516399.395
879,1749103697.6891525,137.6846719851059,4.4751025738339174e+18
880,17370480.004921682,2210997.64629132,3464672468228646.0
881,17856166612.707764,58144421.48526147,367466125544103.4
882,68847.72282492029,54622031560710.89,1.1048034055815507e+17
883,10967975084.354183,3117996.0946126445,9.223447423957943e+20
884,3132282397.43101,60397777.42765694,7.288885392805172e+19
885,10494435.904864935,38337810267.094795,1.6975349133278613e+21
886,107278500688.18181,335765147066.3674,4948645190596747.0
887,850558.4383901106,4816055261666.918,3.086505638230405e+20
888,373799.24212786596,487101569.2339276,2.0659735208767652e+21
889,17311133.467823163,1077005.4494202156,1099179605.5137463
890,37583.02231890024,1048889362.7497716,25796418731524.79
891,597460.3609758188,2222468024985.1685,5.27045505793737e+18
892,555773234.2427073,9080326872261.273,170162993846663.94
893,909615.5454371416,109051849.42001121,2.5078150843170412e+16
894,260740939.48547125,94500044.10928792,3.315248266699057e+17
895,1171648.457214753,695672667981.489,2.9148318622019924e+16
896,30144826.1690686,218940618545314.25,9.980571006900683e+16
897,3.7850341090988975,3606725.2420558142,3.917867382581812e+18
898,89894712.84626879,1.00936563156976e+16,785234286057046.8
899,7131.0481837610205,967031263.2075626,4603194414633.074
900,42980838.78527746,131603368053.23006,7.26101813770894e+27
901,1020205033.8042004,4576080202395180.0,970038482835594.6
902,392392290.1907326,2.057250270354672e+16,2.3523703507535974e+19
903,43687343.902244575,73094924.61636527,3.467660734894074e+16
904,19267.828909327014,64879406644.03312,324186126.77292955
905,2348178.4153300626,7903486769400.788,1.1242997406440379e+22
906,24074229.09952436,224462441.46140778,1.103729423874381e+19
907,23541271949.544853,160225204894.85266,6323386529447420.0
908,21291520.355675064,394915854800.4031,2.5396596801211864e+23
909,14759548.398302112,30079035.878172982,1095662541558215.4
910,57173.88161771846,13061207280442.213,1.1169243804367099e+21
911,98270228.46711895,1234224509986024.5,484095077649.3273
912,986302749.7724782,658217136309.0406,1.336594577222572e+21
913,8467381.786219953,1614725214.167515,1.4026243202178068e+22
914,5804688.4746850375,915702226.5360038,2.6739186833609646e+22
915,669452754.1938506,1038395571446971.5,1.3943680268930666e+19
916,69654287.1368988,25205047.98128854,2.1897412056731584e+16
917,709313006.4330345,155845635.6074066,1.0004488432087901e+18
918,23886.030840576164,4077101564669.377,1.7651775784561472e+20
919,30480.78205932567,13188474596357.94,2.7086673184261107e+17
920,2389359.4922830183,225984119.60701105,23683160189.732365
921,1324752.6312480348,2602228361926.48,1000843483390.5344
922,1201356130654.9797,809161.0560495557,1.0490511697285898e+16
923,38705.66044993894,6909361547.410786,1.1123236364381748e+16
924,1439163946.17893,1304066.9035296068,4.267733047043975e+19
925,9923283.811720291,7210965116949.641,6317630935426240.0
926,6495954477.168924,1339506983175.4229,5.813157457238031e+22
927,260331106.88521394,3017923019765055.0,2380383452101.7188
928,2445363.319487453,866175040.3796299,1.0393186113075438e+17
929,161941047.1902201,679800850975085.2,9.022897811992464e+26
930,42363130.25439388,205879164926.78717,1.0181455958065491e+17
931,507790.1328812335,713623732933.7319,2.4966892968949442e+28
932,5920794757074086.0,1780540876.6590586,30726627026746.324
933,2148302.871993086,23200022228598.332,1.8550331880529284e+20
934,315656.7476690178,4934175830540.292,57210715907398.22
935,4626437.554262072,232110816183.04694,4.8047263764268864e+17
936,70101463.92269418,753991219390.9762,1.0858788643695303e+21
937,358392239060.914,729302958.6200302,1028405810437817.2
938,3915969706.2994337,1.5357014289155492e+16,1.4941277966379725e+17
939,11523681.635855002,902523386119592.5,2.7449658830498742e+23
940,963832.9129645908,2378867509979.4863,5.284824364953681e+19
941,40415515.72489768,153186784.8204838,7.377278817659342e+22
942,40296922544.93488,6.954389609791109e+16,179133518507.3215
943,586063.8734743214,150199358460.47388,2.8298324148980476e+16
944,5349.550283122096,47986966373.34689,3.1630105131576806e+17
945,95021821.67300951,13192989.337482577,2.6562229980596376e+16
946,34623583.98157143,734539552.6587352,5.31605333025402e+21
947,1321167826.2596362,91496538558.00276,4234005860542442.5
948,251998.6006155266,1786627349255189.5,8.518249852753879e+24
949,2163.356742366629,3303588.5033777147,1.1623176714890157e+17
950,15029657.906676963,94870240.15847594,1.3159316647651076e+21
951,73195.83607407883,30077654194630.047,1594889964658195.5
952,196956803.1958566,6586894164.862003,1308758972991532.0
953,111309428.93356737,1032800186839.1759,57290369939.795204
954,60569511.72439655,1254814975219.2163,91824558623881.39
955,49530265.09048595,48546927569852.266,3.89054669638023e+23
956,81185.25933710614,1050193023527488.4,2417100763769621.5
957,196211.7868776419,5259365803060578.0,2.2624046907942058e+23
958,978708802.5883659,8054272671.524919,361598445297041.2
959,419890026.669968,75400490720.11841,2631001828362188.0
960,12207968034.242826,7536332201254974.0,2.194364639326245e+19
961,183662.7783512624,118630812.67825769,126297948164749.03
962,61324051.13034185,45715268682.27807,1.1815552277695292e+23
963,5404112.649246385,1.5128689572670314e+17,3.0508762272880666e+18
